org_name	addr	contact_phone
惠生牙醫聯合診所	台北市明德路121號	222214481
光正牙醫診所	台北市明德路203之1號	228357025
向日葵牙醫診所	台北市東華街一段364號	28228815
孫劍鴻眼科診所	台北市東華街一段392號	02-28235931,28201913
卓玉麗皮膚專科診所	台北市東華街一段52號	28262838
東華中醫診所	台北市東華街一段46號	28262009
杏華診所	台北市知行路218號	02-28585522
真漾美診所	台北市知行路286號	02-28586090
家康牙醫診所	台北市知行路二一四巷3號	02-28585498
臺北市立關渡醫院─委託臺北榮民總醫院經營	台北市知行路二二五巷12號	28587000
永光牙醫診所	台北市知行路288號	02-28583749
健惠牙醫診所	台北市知行路二六○巷1號	02-28581071
宏恩兒科診所	台北市致遠一路2段99號	28271110
致遠牙醫診所	台北市致遠一路一段89號	28223687
英華牙醫診所	台北市致遠一路二段61號	228312885
吉德牙醫診所	台北市致遠二路108號	228223789
振興醫療財團法人振興醫院	台北市振興街45號	228264400
詠恩牙醫診所	台北市尊賢街218巷50號	28219919
石牌尊賢中醫診所	台北市尊賢街249巷2號	28285001
聯美牙醫診所	台北市尊賢街251巷2號	28224088
宏德診所．	台北市尊賢街272號	228216157
啟仁牙醫診所	台北市尊賢街223號	228727240
明瑩堂中醫診所	台北市尊賢街二四一巷1號	228228382
新市牙醫診所	台北市新市街27號	28919098
臺北市立聯合醫院附設北投門診部	台北市新市街30號	2891-2670
三軍總醫院北投分院附設民眾診療服務處	台北市新民路60號	228959808
幸福牙醫診所	台北市義理街四九巷6號	28229056
維格牙醫診所	台北市裕民一路40巷23號	28280358
阿國中醫診所	台北市裕民一路40巷25號	28228157
品緻牙醫診所	台北市裕民一路40巷35號	28202558
李國屏牙醫診所	台北市裕民一路47號	228239912
皇冠中西診所	台北市裕民二路49巷7號	28211582
文林診所	台北市裕民六路120號	28273690
辰筠時尚診所	台北市裕民六路120號	28222655
藝術家牙醫診所	台北市裕民六路126號	28223698
何叔芳小兒科診所	台北市裕民四路4號	28206886
家福診所	台北市實踐街13號	28210435
石牌管家復健科診所	台北市實踐街17號	28235517
微美牙醫診所	台北市實踐街38號	28209122
王志靈診所	台北市實踐街44號	228227397
鄭吉鴻診所	台北市實踐街21號	228217956
吉昌牙醫診所	台北市實踐街67號	228216683
迪生牙醫診所	台北市榮華三路7之3號	28206675
弘德診所	台北市雙全街64號	02-28908791
定傳中醫診所	台北市懷德街3之7號	28271389
康和牙醫診所	台北市八德路3段241號	25783338
博美牙醫診所	台北市八德路4段106巷2弄20號	27493409
江建中診所	台北市八德路4段285號	022764-7883
臺北市立聯合醫院附設松山門診部	台北市八德路4段694號	227671757
力霸牙醫診所	台北市八德路4段94號	227651440
彥君牙醫診所	台北市八德路二段354號	227313074
康泰中醫診所	台北市八德路二段366巷13弄2號	227312676
上傑牙醫診所	台北市八德路二段386號	227765449
安美診所	台北市八德路二段400號	0935365707、27214153
正顏診所	台北市八德路二段410巷12號	2781-9158
基督復臨安息日會醫療財團法人臺安醫院	台北市八德路二段424,426號	227718151
哲伸牙醫診所	台北市八德路三段106巷50號	225788252
大都會牙醫診所	台北市八德路三段110號	25783456
益茂中醫診所	台北市八德路三段12巷52弄10號	25474767
朱家庭醫學科診所	台北市八德路三段12巷57弄39之3號	225795004
同心牙醫診所	台北市八德路三段12巷7弄2號	225790047
惠民牙醫診所	台北市八德路三段147之2號	225779156
康瑞耳鼻喉科診所	台北市八德路三段154號	225790045
杏友診所	台北市八德路三段155巷2號	225779195
傅眼科診所	台北市八德路三段156號	225772112
美佳皮膚科診所	台北市八德路三段164號	02 25795774
傑美牙醫診所	台北市八德路三段172號	25770090
車參薇小兒科診所	台北市八德路三段195號	225770101
冠亞牙醫診所	台北市八德路三段207號	225794183
杜醫師婦產科診所	台北市八德路三段209號	225786518
閎新耳鼻喉科皮膚科聯合診所	台北市八德路三段20之2號	25779898
仲佑中醫診所	台北市八德路三段212號	25706899
大統牙醫診所	台北市八德路三段225號	225784422
京華皮膚科診所	台北市八德路三段238號	2570-1068
德基牙醫診所	台北市八德路三段27號	225701698
安德聯合診所	台北市八德路三段34號	225705886
安德醫美診所	台北市八德路三段36號	25703080
弘祐中醫診所	台北市八德路三段73號	2570-3969
仁惠牙醫診所	台北市八德路三段74巷48號	225787185
李國師牙醫診所	台北市八德路三段81號	227117627
陳大昕耳鼻喉科診所	台北市八德路四段100號	227676349
王世興醫師診所	台北市八德路四段10號	227476525
張浩緯中醫診所	台北市八德路四段168號	02-27486969
仁和堂中醫診所	台北市八德路四段201號	25288868
健本牙醫診所	台北市八德路四段210之2號	227626619
皇脈中醫診所	台北市八德路四段245巷29號	27670258
采德牙醫診所	台北市八德路四段245巷33號	27493299
松山內兒科診所	台北市八德路四段255號	27658676  27674262
高國隆婦產科診所	台北市八德路四段257號	227630047
林聰賢婦產科診所	台北市八德路四段345號	227625290
培靈醫院	台北市八德路四段355號	227606116
楠桐中醫診所	台北市八德路四段61號	27645115
余內科診所	台北市八德路四段646號	227675640
黃榮輝診所	台北市八德路四段647號	227675326
趙耳鼻喉科診所	台北市八德路四段649號	227568572
傳芳婦產科診所	台北市八德路四段659號	227631678
瑞宏中醫診所	台北市八德路四段673巷10號	227676663
八德牙醫診所	台北市八德路四段678號	27464466
佳禾牙醫診所	台北市八德路四段6號	02-27423773
凱蒂醫美診所	台北市八德路四段760號	02-37651000
吉聖牙醫診所	台北市八德路四段7號	227678535
明君牙醫診所	台北市八德路四段805號	27621762
佳祐內兒科診所	台北市八德路四段91巷1號	227687617
松山信合美眼科診所	台北市三民路 9號	27562626
啟瑞牙醫診所	台北市三民路110巷10號	227621707
吳耳鼻喉科診所	台北市三民路113巷1之1號	227679897
康明哲小兒科內科診所	台北市三民路136巷15號	227675941
得揚牙醫診所	台北市三民路136巷42號	227616784
林志聖眼科診所	台北市三民路140號	227692376
施牙醫診所	台北市三民路143號	227668192
光德中醫診所	台北市三民路37號	25285333
生昇復健專科診所	台北市三民路39號	25289018
松展牙醫診所	台北市三民路8號	274897583
杰聖診所	台北市三民路96巷1號	02-27569231
大心牙醫診所	台北市三民路97號	227479367
三民信合美診所	台北市三民路9之7號	2760-6633
洪小兒科診所	台北市市民大道五段165號	227480630
虹福牙醫診所	台北市市民大道四段53號	227721267
夏綠地牙醫診所	台北市民生東路5段188號	27470931
新富錦中醫診所	台北市民生東路5段203號	27471173
伍德中醫診所	台北市民生東路5段56號	27624646
景賀診所	台北市民生東路5段85號	87871528
久恆牙醫診所	台北市民生東路5段93號	02-37652255
裕昇診所	台北市民生東路5段95號	87875050
民生天元中醫診所	台北市民生東路5段97號	27565829
李美玲牙醫診所	台北市民生東路三段113巷11號	287124699
德悅牙醫診所	台北市民生東路三段113巷25弄35號	27181882
品睿牙醫診所	台北市民生東路三段113巷25弄6號	27138869
西華牙醫診所	台北市民生東路三段113巷6弄5號	227124535
蔡嘉倫牙醫診所	台北市民生東路三段116號	227138800
胡廣煜牙醫診所	台北市民生東路三段118號	27136015
詹前俊小兒科診所	台北市民生東路五段105號	227653039
杏典牙醫診所	台北市民生東路五段117號	227494590
臻品牙醫診所	台北市民生東路五段120號	227622862
吳慶南內科診所	台北市民生東路五段138巷1號	227659566
張芳杰內兒科診所	台北市民生東路五段138巷7號	227644400
台新牙醫診所	台北市民生東路五段146號	227616916
劉內兒科診所	台北市民生東路五段148號	227603922
謝耳鼻喉科診所	台北市民生東路五段148號	227697891
鄭牙醫診所	台北市民生東路五段14號	227692790
宏國牙醫診所	台北市民生東路五段15號	227601715
誠美牙醫診所	台北市民生東路五段160號	27613729
正信牙醫診所	台北市民生東路五段165號	227607680
王俊彰耳鼻喉科診所	台北市民生東路五段17號	227665698
維一牙醫診所	台北市民生東路五段188號	27673569
丘牙醫診所	台北市民生東路五段222號	227675801
黎博彥診所	台北市民生東路五段230號	27682802
政雄牙醫診所	台北市民生東路五段243號	227647144
紀郁朗內科診所	台北市民生東路五段36巷8弄1之1號	227602807
許韻純小兒科診所	台北市民生東路五段3號	227654166
民生翁耳鼻喉科診所	台北市民生東路五段78號	227625922
鈞賀診所	台北市民生東路五段89號	27601181
長島牙醫診所	台北市民生東路五段90號	287871787
東方牙醫診所	台北市民生東路五段268號	27632056
方一強眼科診所	台北市民生東路四段101號	287126815
弘光耳鼻喉科診所	台北市民生東路四段117號	02-27181177
峰牙醫診所	台北市民生東路四段49號	227120199
黎明婦產科診所	台北市民生東路四段77號	27188709
大家好診所	台北市民生東路四段80巷11弄2號	27138819
王貞乃皮膚科診所	台北市民生東路四段80巷6弄7號	225475121
紀泓輝牙醫診所	台北市民生東路四段84之1號	87129689
元榜牙醫診所	台北市民生東路四段88號	227162512
美麗優品時尚診所	台北市民生東路四段97巷2弄1號	25473030
向虹牙醫診所	台北市民族東路761號	227161020
李士虹皮膚科診所	台北市民權東路3段136號	25454546
立人牙醫診所	台北市民權東路三段103巷1號	227129649
雅安牙醫診所	台北市民權東路三段117號	227160079
宇恩復健科診所	台北市民權東路三段140巷15號	02-87126978
周玄文診所	台北市民權東路三段160巷19弄6號	227130296
王誌牙醫診所	台北市民權東路三段160巷24號	227154720
凱悅牙醫診所	台北市民權東路三段160巷2之6號	227139061
馮子強診所	台北市民權東路三段160巷7號	287120622
高登牙醫診所	台北市民權東路三段166號	227188501
美仕媞時尚醫美診所	台北市民權東路三段178號	27187779
安禾聯合診所	台北市民權東路三段178號	27137889
一泰牙醫診所	台北市民權東路五段50號	227663376
聯青診所	台北市光復北路112號	25795155
群益牙醫診所	台北市光復北路123號	227672344
景賀時尚診所	台北市光復北路125號	8787-1660
正風復健科診所	台北市光復北路133及135號	02-27602666
泛美牙醫診所	台北市光復北路141號	227672259
安德復復健專科診所	台北市光復北路181號	02-7729-2289
崇皓牙醫診所	台北市光復北路202號	27161816
松原復健診所	台北市光復北路206號	87123552
介壽診所	台北市光復北路226號	02-27120337
博仁綜合醫院	台北市光復北路66號	225786677
林永濤整形外科診所	台北市光復北路7號	87871917
碧礽牙醫診所	台北市光復北路82號	225777888
陳泰安耳鼻喉科診所	台北市光復北路97號	227605036
宏慈牙醫診所	台北市光復南路21之4號	02276-00937
康銘牙醫診所	台北市光復南路22巷38號	225788636
國晉中醫診所	台北市光復南路6巷46號	225781858
慶華牙醫診所	台北市延吉街10巷8號	225788527
康健診所	台北市延吉街11號	02-25779682
延吉中醫診所	台北市延吉街11號	25780767
固榮牙醫診所	台北市延吉街16號	225795714
正一中醫診所	台北市延吉街18號	25783391
邱楠超診所	台北市延吉街20號	2570-2296
光一診所	台北市延吉街22巷1號	25785233
新華南牙醫診所	台北市延吉街26號	225775255
華南小兒科診所	台北市延吉街30巷15號	225786018
德昌中醫診所	台北市延吉街38號	2577-2818
多倫多牙醫診所	台北市延吉街45號	25703456
育晟中醫診所	台北市延吉街46巷4號	25786337
宏昌牙醫診所	台北市延吉街49號	225794491
延齡牙醫診所	台北市延壽街125號	227666700
雷湘安皮膚科診所	台北市延壽街131號	227660953
康健牙醫診所	台北市延壽街143號	27565522
陳炳堅內科診所	台北市延壽街327號	227637199
惠華牙醫診所	台北市延壽街396號	227646300
康霖牙醫診所	台北市延壽街430號	25289366
聖唐中醫診所	台北市延壽街48號	25283226
遠景牙醫診所	台北市延壽街64號	225280582
偉仁牙醫診所	台北市延壽街78之1號	225282229
明義牙醫診所	台北市長安東路二段215號	227517379
顏長春中醫診所	台北市長春路446號	227174839
長泰牙醫診所	台北市長春路500號	227163689
馨牙醫診所	台北市長春路506號	02-87127686
京媛診所	台北市南京東路3段259號	55581788
醫髮診所	台北市南京東路3段275號	02-87125979
華美牙醫診所	台北市南京東路4段102號	225452600
聯欣診所	台北市南京東路4段16號	25703933
聯安診所	台北市南京東路4段16號	25702155
永昌漢方中醫診所	台北市南京東路5段123巷2弄25號	02-37652549
祥和牙醫診所	台北市南京東路5段61之2號	227611052
崇民牙醫診所	台北市南京東路三段259號	02 27152476
百禾健康診所	台北市南京東路三段259號	(02)2547-3118
極漾全方位診所	台北市南京東路三段259號	87706265
暘昇牙醫診所	台北市南京東路三段260之1號	227781878
康渼診所	台北市南京東路三段270號	2711-7811
新象整形外科診所	台北市南京東路三段278號	227819325
完全優診所	台北市南京東路三段303巷6弄11號	02-66009143
佳利安診所	台北市南京東路三段305號	27182578
?眼明眼科診所	台北市南京東路三段309號	27120777
蘋果樹醫美診所	台北市南京東路三段309號	27163535
英爵聯合診所	台北市南京東路三段331號	227131808
美人魚時尚婦產科診所	台北市南京東路三段331號	27191212
麥茵茲美形診所	台北市南京東路三段337號	(02)2716-0377
樂福牙醫診所	台北市南京東路五段100號	(02)2742-2222
張萬屏牙醫診所	台北市南京東路五段123巷8弄2號	27601961
生春牙醫診所	台北市南京東路五段139號	227658817
李玉閣牙醫診所	台北市南京東路五段163之3號	227688705
典亞醫美診所	台北市南京東路五段166號	27680206
百漢中醫診所	台北市南京東路五段206號	27631523
潘安然婦產科診所	台北市南京東路五段230號	227681111
毛冠人牙醫診所	台北市南京東路五段23巷18號	227624686
揚登牙醫診所	台北市南京東路五段250巷9之3號	227467427
和豐中醫診所	台北市南京東路五段251巷24弄19號	27423905
江崇萍小兒科診所	台北市南京東路五段251巷24弄27號	227632260
周牙醫診所	台北市南京東路五段256號	227628420
榮恩耳鼻喉科小兒科聯合診所	台北市南京東路五段258號	02 27688749
怡德牙醫診所	台北市南京東路五段261號	227639109
博康中醫診所	台北市南京東路五段280號	2762-9895
林忠志診所	台北市南京東路五段291巷20弄3之3號	227689577
小林牙醫診所	台北市南京東路五段291巷32號	227615141
西松牙醫診所	台北市南京東路五段291巷4號	227650819
桂堂中醫診所	台北市南京東路五段291巷9號	227495856
親親家庭診所	台北市南京東路五段347號	25283232
張國華整形外科診所	台北市南京東路五段34號	227565488
森之谷美學牙醫診所	台北市南京東路五段40號	(02)2528-3539
群盛牙醫診所	台北市南京東路五段43之1號	227533949
尚群眼科診所	台北市南京東路五段43號	227493176
理想中醫診所	台北市南京東路五段46號	227688080
立悅皮膚科診所	台北市南京東路五段46號	(02)2528-2160
竹君牙醫診所	台北市南京東路五段54號	227668290
泰康牙醫診所	台北市南京東路五段64號	27618651
英惠診所	台北市南京東路五段66號	227479394
維哲中醫診所	台北市南京東路四段102號	225770285
偉德牙醫診所	台北市南京東路四段106號	225781767
史丹佛牙醫診所	台北市南京東路四段107號	02-27190497
華中牙醫診所	台北市南京東路四段117號	25450589
光泰牙醫診所	台北市南京東路四段172號	225776567
安綺整形外科診所	台北市南京東路四段17號	(02)2715-0769
悅意龍門中醫診所	台北市南京東路四段193號	
何兆芬健康診所	台北市南京東路四段47號	25451611
祐腎內科診所	台北市南京東路四段50號	25702368
麗生時尚美學診所	台北市南京東路四段56號	(02)2570-7118
金贊診所	台北市南京東路四段66號	25782259
沛恩診所	台北市南京東路四段69號	25465065
正斌牙醫診所	台北市南京東路四段75巷18號	227131265
康河牙醫診所	台北市南京東路四段77號	27189090
三軍總醫院松山分院附設民眾診療服務處	台北市健康路131號	227462151
創品診所	台北市健康路152號	02-77073305
佳德診所	台北市健康路18號	87122626
明欣牙醫診所	台北市健康路325巷18弄4號	227654702
見安中醫診所	台北市基隆路一段32號	27618102
安成診所	台北市富錦街497號	02  27624618
富錦牙醫診所	台北市富錦街527號	27660709
史丹佛健康美學診所	台北市復興北路145號	27150016
采鴻牙醫診所	台北市復興北路145號	25451339
景仲牙醫診所	台北市復興北路215號	227129980
怡碩視光眼科診所	台北市復興北路313巷28號	25462219
黃系倫牙醫診所	台北市復興北路313巷30號	227195674
英田耳鼻喉科診所	台北市復興北路331號	27170695
尚安診所	台北市復興北路331號	66068858
宜陞中醫診所	台北市復興北路333號	25451293
康活診所	台北市復興北路333號	27183159
泛亞皮膚科整形外科診所	台北市復興北路35號	27529999
得意牙醫診所	台北市復興北路361巷10號	27132377
祐瑞中醫診所	台北市復興北路361巷8號	02-87120669
哈佛診所	台北市復興北路369號	27155565
嘉美媞時尚醫美診所	台北市復興北路69號	(02)2711-6886
周適偉診所	台北市復興北路69號	27787826
康士美牙醫診所	台北市復興北路73號	27218111
欣悅超美診所	台北市復興北路73號	(02)2771-1551
微風牙醫診所	台北市復興南路1段51號	2772-3738
湘豐整形外科診所	台北市敦化北路141號	27186280
永承診所	台北市敦化北路155巷9號	27182518、27182618、
富樂診所	台北市敦化北路167號	25458706
長庚醫療財團法人台北長庚紀念醫院	台北市敦化北路199號	227135211
敦品牙醫診所	台北市敦化北路222巷10號	225459770
藍明賢牙醫診所	台北市敦化北路222巷1之1號	287123003
立達牙醫診所	台北市敦化北路222巷62號	227122472
交通部民用航空局航空醫務中心	台北市敦化北路340號	225456700
王樣牙醫診所	台北市敦化北路4巷35號	227210046
漾?思診所	台北市敦化南路一段102號	27318389
美生牙醫診所	台北市敦化南路一段21號	25700178
南加州牙醫診所	台北市敦化南路一段69號	25772323
奧斯卡眼科診所	台北市敦化南路一段7號	2570-2299
饒河牙醫診所	台北市塔悠路13號	227634917
新中牙醫診所	台北市新中街12之1號	227699798
王躬仁診所	台北市新中街12之3號	227471321
日聖眼科診所	台北市新中街35號	27465068
新東牙醫診所	台北市新東街11巷15之1號	227616182
蔡恭禮內兒科診所	台北市新東街28號	27600208
林翰牙醫診所	台北市新東街30巷42號	227675531
華泰中醫診所	台北市新東街66巷18號	227651125
光點美學牙醫診所	台北市慶城街14號	02-254598820
原點牙醫診所	台北市慶城街16巷1號	25459810
悠然醫美診所	台北市慶城街21之3號	25462258
麟翔牙醫診所	台北市慶城街24號	227177558
亞洲時尚診所	台北市慶城街24號	87122222
石妃醫美診所	台北市慶城街6之3號	02-87121166
趙彥宇邱慧嫻皮膚科聯合診所	台北市慶城街8之1號	25454035
大友牙醫診所	台北市撫遠街350號	27627275
嵩峰牙醫診所	台北市撫遠街367巷10號	227633282
振誠中醫診所	台北市撫遠街368號	227625368
國峰牙醫診所	台北市撫遠街370號	227634000
尊生堂中醫診所	台北市撫遠街37號	227639090
元品牙醫診所	台北市饒河街198號	227473212
唐風牙醫診所	台北市大道路13號	27277885
友達牙醫診所	台北市大道路70號	27593099
松德牙醫診所	台北市大道路73號	27683724
國瑞牙醫診所	台北市中坡北路11號	87856708
敦美牙醫診所	台北市中坡南路80號	27598256
自在診所	台北市中坡南路84號	27268199
大新診所	台北市中坡南路76號	27590749
日康復健科診所	台北市中坡南路16號	87261295
伯特利身心診所	台北市仁愛路四段458號	27200938
臺北市議會醫務室	台北市仁愛路四段507號	
台北520診所	台北市仁愛路四段520號	27206520
盧樹森中醫診所	台北市仁愛路四段460號	27580505
臺北市立聯合醫院附設臺北市政府醫務室	台北市市府路1號	
彭婦產科診所	台北市永吉路185之4號	227666207
有成外科診所	台北市永吉路213號	227613891
星馳中醫診所	台北市永吉路229號	27675236
永吉牙醫診所	台北市永吉路234號	227686283
博馨診所	台北市永吉路236號	02-87874911
永吉中醫診所	台北市永吉路278巷27弄36號	27670366
陳醫師診所	台北市永吉路278巷57弄6號	227670859
王知行婦產科診所	台北市永吉路308號	227624962
陽明中醫診所	台北市永吉路30巷10號	227668696
俊安診所	台北市永吉路30巷148弄6號	27605757
賴獻章牙醫診所	台北市永吉路30巷151弄2號	227692695
明陽診所	台北市永吉路30巷157弄4號	27618228
張葉森診所	台北市永吉路30巷15號	227631170
美麗華牙醫診所	台北市永吉路318號	227669722
育生堂中醫診所	台北市永吉路326巷5之1號	227642710
永吉聯合診所	台北市永吉路329號	02-27618780
松山長春外科診所	台北市永吉路335號	227655314
天明中醫診所	台北市永吉路337號	87876611
吳潮峰眼科診所	台北市永吉路341號	227619240
正興復健科診所	台北市永吉路344號	66082888
錫口牙醫診所	台北市永吉路344號	227675983
信仁診所	台北市永吉路35號	227617813
亮傑牙醫診所	台北市永吉路384號	227629246
健民診所	台北市永吉路386號	02-2765-7363
陳士源中醫診所	台北市永吉路492號	27620895
東群牙醫診所	台北市永吉路511號	27460503
康泰診所	台北市永吉路54號	227661228
尚德牙醫診所	台北市永吉路66號	227687823
國暉中醫診所	台北市永吉路188號	02-27628585
大成中醫診所	台北市永吉路200巷56弄2號	27638193
董耳鼻喉科診所	台北市永吉路284號	227643502
芳林牙醫診所	台北市永吉路三十巷一七八弄2號	27641366
郭東明自然醫學診所	台北市光復南路417號	27299457
正揚牙醫診所	台北市光復南路419巷91號	223456868
仁愛傑仕牙醫診所	台北市光復南路441號	27202729
國泰牙醫診所	台北市光復南路449之3號	23458021
林聰明牙醫診所	台北市光復南路449號	227581278
德多美診所	台北市光復南路495號	27209829
瑞妮絲醫美診所	台北市光復南路505號	27220122
春田耳鼻喉科診所	台北市光復南路555號	227297135
宏森中醫診所	台北市吳興街115號	27587188
東風牙醫診所	台北市吳興街126號	27382211
誠品牙醫診所	台北市吳興街205號	223458181
臺北醫學大學附設醫院	台北市吳興街252號	227372181
博文診所	台北市吳興街284巷1之4號	27321016
佳興牙醫診所	台北市吳興街284巷1之5號	27384224
阿波羅牙醫診所	台北市吳興街345巷13號	227220102
六安復健科診所	台北市吳興街467巷2弄14號	27296677
總站18號診所	台北市吳興街467巷2弄18號	27297516
張育驍診所	台北市吳興街467巷2弄4號	27296611
吳文愷牙醫診所	台北市吳興街485號	227223940
吳興牙醫診所	台北市吳興街533號	287882443
佳曏牙醫診所	台北市吳興街599號	227220722
沈牙醫診所	台北市和平東路三段235號	227325403
新穎全診所	台北市和平東路三段265號	27325809
優式牙醫診所	台北市和平東路三段297號	23771598
和安牙醫診所	台北市和平東路三段309號	87333994
儀佳牙醫診所	台北市和平東路三段315號	87326673
大春牙醫診所	台北市和平東路三段341巷15號	227322593
唐克鑌中醫診所	台北市和平東路三段361號	227329098
晶鑽時尚診所	台北市忠孝東路4段563號	27665066
晶鑽皮膚科診所	台北市忠孝東路4段565號	2753-1233
髮拉儷皮膚科診所	台北市忠孝東路5段135號	02-27565558
宏安診所	台北市忠孝東路5段191號	02-27611271
美麗安診所	台北市忠孝東路5段1之3號	37653592
首席時尚醫美診所	台北市忠孝東路5段242號	87800827
漢唐經方中醫診所	台北市忠孝東路5段242號	0963266921  2778-7966
幫痘氏皮膚科診所	台北市忠孝東路5段291號	87875123
101時尚診所	台北市忠孝東路5段35號	87871011
忠孝牙醫診所	台北市忠孝東路5段451號	27665000
心悅中醫診所	台北市忠孝東路5段482號	27262579
新佑泉診所	台北市忠孝東路5段508之4號	23465772
雅術牙醫診所	台北市忠孝東路5段510號	27275586
科美診所	台北市忠孝東路5段627號	87851051
微笑中醫診所	台北市忠孝東路5段71巷11弄2號	27663008
悠亞診所	台北市忠孝東路5段727號	87851233
黎明眼科診所	台北市忠孝東路五段135號	27625333
美麗信義皮膚科診所	台北市忠孝東路五段145號	27672272
長松綠診所	台北市忠孝東路五段159號	25285353
悠美診所	台北市忠孝東路五段1之7號	2749-1009
新六福堂中醫診所	台北市忠孝東路五段197號	27637603
詠康復健科診所	台北市忠孝東路五段242號	227663369
聿康診所	台北市忠孝東路五段250號	87867727
岐綝中醫診所	台北市忠孝東路五段269號	27607070
鄒志揚牙醫診所	台北市忠孝東路五段273號	27680018
儷寶得皮膚科診所	台北市忠孝東路五段291號	87872112
松華牙醫診所	台北市忠孝東路五段364號	223458675
景得中醫診所	台北市忠孝東路五段365號	25286558
松信牙醫診所	台北市忠孝東路五段366號	02-27607676
松山仁祥牙醫診所	台北市忠孝東路五段372巷27弄81號	227234398
郭牙醫診所	台北市忠孝東路五段372巷27弄88號	227234094
康禾牙醫診所	台北市忠孝東路五段388號	27222733
王剴鏘醫師診所	台北市忠孝東路五段388號	87808838
大曜中醫診所	台北市忠孝東路五段394號	87861728
姚醫師診所	台北市忠孝東路五段396號	02-87898822
永齡牙醫診所	台北市忠孝東路五段434號	227220033
朱耳鼻喉科診所	台北市忠孝東路五段452號	227209172
黃正麟皮膚科診所	台北市忠孝東路五段470號	223450957
寶晟紀中醫診所	台北市忠孝東路五段472號	02-87894846
紀婦產科診所	台北市忠孝東路五段474號	227208102
達新牙醫診所	台北市忠孝東路五段480號	227239144
新眼光眼科診所	台北市忠孝東路五段508之1號	23460266
安人牙醫診所	台北市忠孝東路五段508號	227272078
中光牙醫診所	台北市忠孝東路五段623號	87850016
豐荷牙醫診所	台北市忠孝東路五段137號	27640011
美麗境界診所	台北市忠孝東路五段159號	27470100
柏皓牙醫診所	台北市忠孝東路五段774號	227260827
雅谷牙歌牙醫診所	台北市忠孝東路四段559巷28號	27620555
古德牙醫診所	台北市忠孝東路四段559巷8號	02-27469960
雅偲皮膚科診所	台北市忠孝東路四段563號	27602255
約瑟皇家診所	台北市忠孝東路四段500號	27251503
李德孚牙醫診所	台北市忠孝東路四段512號	27222288
聯合報系員工診療所	台北市忠孝東路四段559巷1號	27681234轉2850
松禾診所	台北市松山路130號	27666738
道明牙醫診所	台北市松山路208號	27650992
陳國泰皮膚科診所	台北市松山路224號	227667725
欣佑許寶童中醫診所	台北市松山路244號	227635193
天成牙醫診所	台北市松山路253號	27657281
黃啟彰診所	台北市松山路261之1號	227696218
粱美鳳中醫診所	台北市松山路261之2號	27533039
臺元牙醫診所	台北市松山路261號	227620357
泳暙微笑中醫診所	台北市松山路263號	27660136
清富外科診所	台北市松山路267號	227672769
慶峰診所	台北市松山路275之2號	227605339
吉欣牙醫診所	台北市松山路275之1號	227460543
長安中醫診所	台北市松山路302號	27619029
輝煌牙醫診所	台北市松山路319號	227629923
德元堂中醫診所	台北市松山路335號	225287619
伍瑞吉醫師診所	台北市松山路401號	227476861
秀光診所	台北市松山路405號	227670682
濟德中醫診所	台北市松山路411號	225287516
美麗永春牙醫診所	台北市松山路445號	27263966
連小兒科診所	台北市松山路465巷11號	227285487
三稜中醫診所	台北市松山路465巷8號	227285959
吳牙醫診所	台北市松山路467號	227275566
優品牙醫診所	台北市松山路481號	23465811
松山陳耳鼻喉科診所	台北市松山路483號	227271229
慧祥診所	台北市松山路484之5號	02-27279817
陽光耳鼻喉科診所	台北市松山路484之8號	27279529
鄭光志小兒科診所	台北市松山路484號	227266132
天元中醫診所	台北市松山路486號	02-27283769
明仁牙醫診所	台北市松山路496號	02-27276872
朝暘診所	台北市松山路506號	02-27272158
建全牙醫診所	台北市松山路533號	227262292
陳明繁牙醫診所	台北市松山路541巷23號	227282747
弘益牙醫診所	台北市松山路561號	227265063
陳育鵬內科診所	台北市松山路568號	23461010
康誠內科診所	台北市松山路625號	27260018
德明眼科診所	台北市松山路212號	27669980
聖醫中醫診所	台北市松山路243號	27682122
大同中醫診所	台北市松山路576號	227274028
彩虹牙醫診所	台北市松山路540巷三弄6號	227270818
佳和牙醫診所	台北市松山路472號	23453420
致再牙醫診所	台北市松仁路192號	27296201
象山牙醫診所	台北市松仁路207號	227221770
松仁耳鼻喉科診所	台北市松仁路231號	87808580
群博牙醫診所	台北市松仁路240巷11號	2720-1133
德文診所	台北市松仁路240巷15號	27296521
松仁牙醫診所	台北市松仁路254號	27290418
台灣中油股份有限公司員工診療所	台北市松仁路3號	02-87898989
世樺牙醫診所	台北市松仁路267號	27232693
東南牙醫診所	台北市松信路119號	27687829/27473586
慈護晶璽中醫診所	台北市松信路38號	02-27493328
進安中醫診所	台北市松信路77號	27652735
君綺診所	台北市松智路1號	87861819
聯華牙醫診所	台北市松隆路223號	02-27668689
明輝診所	台北市松隆路282之3號	87871235
三本診所	台北市松隆路327號	27675675
松展診所	台北市松隆路88號	27631373
強棒牙醫診所	台北市松隆路4之1號	27681289
福樂牙醫診所	台北市松勤街49號	23454000
臺北君悅大飯店附設醫務室	台北市松壽路2號	27201200
松德精神科診所	台北市松德路108號	87894477
松志牙醫診所	台北市松德路184號	227296767
美好牙醫診所	台北市松德路25巷32號	227266110
劉玄統診所	台北市松德路25巷42號	227265678
鼎泰牙醫診所	台北市松德路39號	27268807
福德牙醫診所	台北市松德路45號	227285867
